acceptance_rate,application_deadline,career_resources_rating,city,city_cost_index,country_code,description,feature_tags,founded_year,id,international_students_page,logo_url,major_tags,notable_alumni,portfolio_difficulty,program_count,qs_architecture_built_environment_rank,qs_art_design_rank,qs_art_humanities_rank,qs_history_of_art_rank,qs_overall_rank,raw_country,strength_disciplines,tuition_usd_per_year
0.65,Varies by program,4,Toronto,4,CA,OCAD University是加拿大历史最悠久、规模最大的艺术与设计大学，位于多伦多市中心。学校提供17个本科和7个研究生项目，涵盖艺术、设计、数字媒体等多个领域。以其创新的教育理念和对艺术设计行业的贡献而闻名。,公立|艺术设计,1876,d456313e-7ac9-4c02-8404-2a19b58e178d,https://www.ocadu.ca/student-services/international-students,https://www.ocadu.ca/themes/custom/ocad/img/logo-white.png,"[{""category"":""design"",""tags"":[""工业设计"",""数字媒体"",""环境设计"",""平面设计""]},{""category"":""art"",""tags"":[""摄影"",""插画"",""雕塑"",""纯艺术""]}]","Shary Boyle, Floria Sigismondi, Michael Snow, Gary Taxali, Madelaine Fischer-Bernhut, Delali Cofie, Sharene Shafie, Samuel Kwan, Michael Martchenko, Michael Belmore",4,24,,69,,,1001,加拿大,工业设计|数字未来|摄影|战略远见与创新|插画|雕塑/装置|环境设计,27500
,,,Santiago,3,CL,智利天主教大学艺术学院是智利领先的艺术教育机构，提供音乐、艺术和戏剧领域的学术机会，致力于艺术创作、研究和文化推广。,综合大学下属学院,1888,05278c55-d9af-4cbd-89d3-e5c2b47c7384,https://admision.uc.cl/informacion-para/international-students/,https://www.uc.cl/site/templates/dist/images/logo-uc-chile-blanco.svg,,"Egon Wolff, Roberto Matta, Jorge Díaz, Diamela Eltit, Paula Escobar",3,,34,,26,,116,智利,音乐|艺术|戏剧,2400
0.73,Jan 5,4,Brooklyn,5,US,普瑞特艺术学院是一所位于美国纽约布鲁克林的顶尖艺术设计学院，以其卓越的艺术、设计、建筑和信息科学课程而闻名。学院致力于培养创新型领导者，通过严谨的学术训练和实践项目，帮助学生在全球创意产业中取得成功。,艺术设计|私立|作品集导向,1887,f04d1cd8-0af8-4e39-afe5-69cc7f0682ab,https://www.pratt.edu/administrative-departments/office-of-the-provost/office-of-international-affairs/,https://www.pratt.edu/wp-content/themes/pratt/assets/images/pratt-logo.svg,"[{""category"":""design"",""tags"":[""graphic_design"",""industrial_design"",""interior_design"",""fashion_design""]},{""category"":""art"",""tags"":[""fine_arts"",""photography"",""animation""]},{""category"":""architecture"",""tags"":[""architecture"",""landscape_architecture""]}]","约瑟夫·巴贝拉,罗伯特·雷德福,特伦斯·霍华德,罗布·赞比,马丁·兰道,哈维·费尔斯坦,贝齐·约翰逊,丽兹·克莱伯恩",5,60,,5,,10,,美国,建筑|工业设计|室内设计|平面设计|时尚设计|纯艺术|摄影|动画,59588
0.5,Varies by program,3,West Lafayette,3,US,普渡大学帕蒂和拉斯蒂·鲁夫设计、艺术与表演学院提供艺术/设计教育、电影与视频、工业设计、室内设计、音乐、戏剧等本科和研究生课程。学院以其国际知名的师资力量和世界一流的研究型大学资源，为学生提供卓越的艺术教育，培养创新人才。,公立|综合大学下属学院|艺术设计,1966,9d253e86-aa43-4e29-9bcc-4c482db648f9,https://admissions.purdue.edu/become-student/international/,,"[{""category"":""design"",""tags"":[""industrial_design"",""interior_design"",""visual_communication_design""]},{""category"":""art"",""tags"":[""art_education"",""film_video"",""integrated_studio_arts"",""studio_arts_technology""]},{""category"":""performing_arts"",""tags"":[""music"",""sound_for_performing_arts"",""theatre""]}]",,3,10,,159,,,88,美国,艺术与设计教育|电影与视频|工业设计|综合工作室艺术|室内设计|音乐|表演艺术音效|工作室艺术与技术|戏剧|视觉传达设计,31000
0.73,,4,Musselburgh,4,GB,玛格丽特皇后大学（Queen Margaret University）成立于1875年，是一所位于苏格兰爱丁堡附近的公立大学。学校以其以人为本的教学方法和对社会公正的承诺而闻名，在医疗保健、社会科学、创意艺术、商业管理等领域提供独特的课程。,公立,1875,20b81b8a-98fc-4853-9f34-277384540f42,https://www.qmu.ac.uk/study-here/international-students,https://www.qmu.ac.uk/news-and-events/brand-guidelines/logo,"[{""category"":""creative_arts"",""tags"":[""表演艺术"",""媒体与传播""]},{""category"":""health"",""tags"":[""医疗保健""]},{""category"":""social_sciences"",""tags"":[""社会科学""]},{""category"":""business"",""tags"":[""商业管理""]},{""category"":""education"",""tags"":[""教育""]}]","Susan Boyle, Kevin McKidd, Ashley Jensen, Angel Coulby, Edith Bowman, Simon Neil, Matt Baker",3,,,,,,,英国,医疗保健|社会科学|创意艺术|商业管理|教育,13032
0.14,"Early decision: Nov 3, Regular decision: Jan 20",4,Providence,4,US,罗德岛设计学院（RISD）成立于1877年，是美国顶尖的艺术与设计学院之一。学院以其严谨的、以工作室为基础的教学模式和文科教育而闻名。RISD致力于培养批判性思维和实践能力兼备的艺术家和设计师，鼓励学生通过实验和创新来推动艺术与设计领域的发展。,艺术设计|私立|顶尖艺术院校,1877,871a1998-1c0e-40ea-b55a-14bbefd408a7,https://www.risd.edu/admissions/first-year/international-applicants,https://www.risd.edu/sites/default/files/2023-09/risd-logo-white.svg,"[{""category"":""design"",""tags"":[""平面设计"",""工业设计"",""服装设计"",""室内建筑"",""景观建筑"",""家具设计"",""陶瓷"",""玻璃"",""珠宝设计"",""纺织品设计""]},{""category"":""fine_arts"",""tags"":[""绘画"",""雕塑"",""摄影"",""版画"",""电影/动画/视频"",""纯艺术""]}]","Seth MacFarlane, James Franco, David Byrne, Gus Van Sant, Dale Chihuly, Brian Chesky",5,21,,4,,,,美国,平面设计|工业设计|服装设计|纯艺术|建筑,66460
,Varies by program,2,Makhanda,2,ZA,罗德大学美术系是人文学院的一部分，提供全面的美术实践、理论和视觉艺术史教学。该系致力于通过接触丰富而富有挑战性的教学和学习，培养学生的创造性和智力潜力。它位于南非东开普省的马卡恩达市。,公立|艺术设计,1904,6d91d0e1-4fd7-406b-835b-71e35208c075,https://www.ru.ac.za/fineart/applying/,https://www.ru.ac.za/media/rhodesuniversity/styleassets/2019v6/upload/footer-logo.png,"[{""category"":""fine_art"",""tags"":[""painting"",""sculpture"",""printmaking"",""photography"",""curatorial_practice"",""art_history"",""visual_culture""]}]",,3,,,,,,,南非,纯艺术|艺术史与视觉文化|策展实践,
0.22,,4,Melbourne,4,AU,RMIT大学，即皇家墨尔本理工大学，是澳大利亚一所全球领先的科技、设计与企业型大学。学校以其行业紧密结合的课程和实践性学习而闻名，提供从职业教育到研究生学位的广泛课程。RMIT致力于培养具备全球视野和创新精神的毕业生，在艺术、设计、建筑和工程等领域享有盛誉。,公立|科技|设计|企业,1887,529317c2-806f-44c3-a541-75b78317aa66,https://www.rmit.edu.au/study-with-us/international-students,https://www.rmit.edu.au/-/media/rmit/images/logo/rmit-logo-red.svg,"[{""category"":""design"",""tags"":[""fashion"",""graphic_design"",""industrial_design"",""interior_design""]},{""category"":""art"",""tags"":[""fine_art"",""photography"",""media_art""]},{""category"":""architecture"",""tags"":[""architecture"",""landscape_architecture"",""urban_design""]}]","James Wan, Leigh Whannell, Gillian Chung, Judith Durham, Wu Chun, Elaine Yiu, Charlie Vickers",4,5,15,19,,,125,澳大利亚,建筑|艺术设计|信息技术,27600
0.58,,4,New Brunswick,3,US,梅森·格罗斯艺术学院是罗格斯大学的艺术学院，成立于1976年。学院提供舞蹈、设计、电影制作、音乐、戏剧和视觉艺术等本科和研究生学位课程。学院致力于培养富有创造力、批判性思维和创新精神的艺术家和学者，鼓励学生通过艺术回馈社会，并在全球艺术领域发挥领导作用。,公立|艺术学院,1976,c5e595c9-ba54-4dc8-b6fd-f23bfc5585a1,https://www.masongross.rutgers.edu/admissions/international-applicants/,,,,4,,,,,,328,美国,舞蹈|电影制作|音乐|戏剧|视觉艺术|设计,32436
0.83,Rolling,5,Savannah,3,US,萨凡纳艺术与设计学院（SCAD）是美国一所私立艺术学院，提供100多个艺术与设计领域的学位课程。学校在萨凡纳、亚特兰大和法国拉科斯特设有校区，并提供在线学习。SCAD以其卓越的教学质量和高就业率而闻名，致力于培养学生的创造性职业发展。,私立|艺术设计|多校区|高就业率,1978,0a580837-088e-46e4-a424-9642186faac0,https://www.scad.edu/admission/admission-information/international,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Savannah_College_of_Art_and_Design_logo.svg/1200px-Savannah_College_of_Art_and_Design_logo.svg.png,,"India.Arie, Peg Parnevik, Kayli Carter, Bob Bland",3,100,,15,,,,美国,工业设计|时尚设计|用户体验设计|纤维艺术|配饰设计|家具设计|动画|电影|视觉特效,42665
0.02,Jan 15,4,Shanghai,4,CN,上海戏剧学院（Shanghai Theatre Academy，简称“上戏”）是一所创建于1945年的综合性表演艺术大学，专注于戏剧训练与研究。作为中国顶尖的艺术高等学府之一，上戏在戏剧、影视、舞蹈和舞台设计等领域提供本科和研究生课程。,公立|表演艺术,1945,1a20ba69-9924-46f3-8e03-fc0ffa4ecb01,https://english.shanghai.gov.cn/en-ShorttermCourses/20241225/c01afc1a9ea842a5867d170a94ddc9d4.html,,,"胡歌, 迪丽热巴, 李冰冰, 蔡国强, 陈震, 邓伦, 李沁, 佟大为, 冯绍峰, 郑恺, 苗苗, 江疏影, 陈赫, 杜江",4,14,,,,,,中国,表演|导演|戏剧文学|舞台设计|电影电视|戏曲|舞蹈,2466
0.48,,3,Stony Brook,3,US,石溪大学艺术系是石溪大学文理学院的一部分，提供本科和研究生艺术课程。该系致力于培养学生的艺术创作能力和批判性思维，拥有专业的师资团队和完善的艺术设施，为学生提供丰富的学习资源和实践机会。,公立|综合大学院系,,90edad7b-b1ce-4f66-a3dd-4ddf1c1e36fb,,https://www.topuniversities.com/sites/default/files/profiles/logos/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_large.jpg,,,2,,,,85,,452,美国,,32741
0.11,mid-December each year for MFA,4,Berkeley,4,US,加州大学伯克利分校艺术实践系提供严谨的实践、概念和批判性工作室艺术培训，隶属于世界知名的公立研究型大学。学生在全球背景下发展跨媒体艺术实践的理解，并为当代艺术领域的广泛职业生涯积累宝贵经验。,公立|综合大学院系|艺术实践,1868,4372406c-11cf-4267-9599-8bc29f88ac89,,,,"Shirin Neshat, Theresa Hak Kyung Cha, Enrique Chagoya, Jay DeFeo, Miné Okubo",4,2,,,1,,17,美国,纯艺术|工作室艺术|艺术理论,47265
0.29,Jan 5,4,Santa Barbara,4,US,加州大学圣塔芭芭拉分校艺术系提供一个充满活力、开放的学习环境，致力于个人与合作艺术的创作。该系鼓励跨学科的艺术实践，涵盖电子与数字艺术、绘画、雕塑、表演及理论批评等领域。,公立|综合大学|跨学科|理论与实践结合,1891,f9b01656-1751-49ba-926d-a3712dd498dd,https://oiss.ucsb.edu/,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-california-santa-barbara-ucsb_91_large.jpg,"[{""category"": ""art"", ""tags"": [""fine_arts"", ""digital_art"", ""painting"", ""sculpture""]}]",Richard Serra,4,2,,137,76,,179,美国,,49885
0.09,,5,Los Angeles,4,US,加州大学洛杉矶分校艺术与建筑学院（UCLA Arts）是世界顶尖的艺术与设计学院之一，隶属于加州大学洛杉矶分校。学院提供艺术、建筑、设计、媒体艺术以及世界艺术与文化等多个领域的本科和研究生课程，致力于培养具有批判性思维和创新能力的艺术家、设计师和学者。,公立|艺术设计|综合大学,1919,cf278f55-d919-4946-a4d1-16ea53c16dd4,https://admission.ucla.edu/apply/international-applicants,https://di79x7a4whson.cloudfront.net/assets/img/ucla-arts-share-img.jpg,,"James Franco, Catherine Hardwicke, Frank Gehry, John Baldessari",5,15,,,,,31,美国,,46121
0.74,Varies by program,3,Buffalo,3,US,纽约州立大学布法罗分校艺术系致力于培养学生在工作室艺术、后工作室艺术、平面设计、美学、批判理论和艺术史方面的创造性和学术技能。,公立|综合大学院系|艺术设计,1846,8e51816d-3259-4308-83be-669cb65e2f62,https://www.buffalo.edu/admissions/international.html,https://commons.wikimedia.org/wiki/File:University_at_Buffalo_logo.png,"[{""category"":""design"",""tags"":[""graphic_design""]},{""category"":""fine_arts"",""tags"":[""painting"",""sculpture"",""photography"",""drawing"",""printmaking"",""bio_art"",""performance_art""]},{""category"":""art_history"",""tags"":[""art_history"",""critical_theory"",""aesthetics""]}]",,3,4,,,,,410,美国,工作室艺术|平面设计|艺术史|摄影|雕塑|新兴实践,31536
,,4,Edmonton,3,CA,"阿尔伯塔大学艺术学院是加拿大顶尖综合性大学阿尔伯塔大学的重要组成部分，提供涵盖美术、人文和社会科学等广泛领域的优质课程。学院拥有15个系，60多个专业方向，致力于培养具有全球视野的创新型人才。学院拥有超过59,000名校友，在加拿大乃至全球享有盛誉。",公立|综合大学下属学院|艺术人文社科,1908,a4a43542-50b1-479d-a500-47b2242de36c,https://www.ualberta.ca/en/admissions/international-undergraduate-admission.html,,"[{""category"":""fine_arts"",""tags"":[""art_and_design"",""drama"",""music""]},{""category"":""humanities"",""tags"":[""east_asian_studies"",""english_and_film_studies"",""history_classics_and_religion"",""media_and_technology_studies"",""modern_languages_and_cultural_studies"",""philosophy""]},{""category"":""social_sciences"",""tags"":[""anthropology"",""economics"",""linguistics"",""political_science"",""psychology"",""sociology"",""women_s_and_gender_studies""]}]","Paul Gross, Lorna Crozier",3,,,,168,,94,加拿大,纯艺术|人文科学|社会科学,28000
,2025年7月20日至8月20日（预注册）,3,Algiers,3,DZ,阿尔及尔高等美术学院（ESBA）是阿尔及利亚一所历史悠久的美术学院，成立于1843年，致力于艺术教育。学院提供绘画、雕塑、设计等多个艺术专业，培养学生的艺术实践和创新能力。,公立|艺术学院|作品集导向,1843,375b7757-df4a-4421-a31e-f5f7c66a401a,,https://esba.dz/wp-content/uploads/2026/02/header.jpg,"[{""category"":""arts_plastiques"",""tags"":[""expression_picturale"",""volume_matiere""]},{""category"":""design"",""tags"":[""image_media"",""espace""]}]",,4,4,,,,,,阿尔及利亚,绘画|雕塑|平面设计|空间设计,
,,3,Barcelona,4,ES,巴塞罗那大学美术学院是西班牙顶尖的艺术学府，隶属于历史悠久的巴塞罗那大学。学院提供艺术、设计、文化遗产保护等领域的学士、硕士和博士课程，致力于培养学生的艺术实践、创作和研究能力。,公立|艺术设计|综合大学院系,1450,3be6eeaf-df31-4729-bdcc-9b763d003bc4,https://www.ub.edu/portal/web/finearts/external-relations,,"[{""category"":""fine_arts"",""tags"":[""painting"",""sculpture"",""drawing""]},{""category"":""design"",""tags"":[""graphic_design"",""audiovisual_design""]},{""category"":""art_history"",""tags"":[""art_history"",""cultural_heritage""]}]",,3,10,,,87,,160,西班牙,纯艺术|艺术史|设计|文化遗产保护,5800
0.66,,3,Riverside,3,US,加州大学河滨分校艺术系提供广泛的传统与当代艺术实践课程，鼓励学生在教师指导下探索和发展个人才能。该系强调艺术作为一种动态的文化话语，影响着我们对现实的体验和对重要事物的认知。作为一所大学院系，它致力于提供高水平的艺术教育，培养学生的批判性思维和视觉素养。,公立|艺术设计,1954,58390c24-2bf3-4167-afca-678e71d01412,https://admissions.ucr.edu/international,https://brand.ucr.edu/sites/default/files/2020-09/ucr-logo-horizontal-blue.png,,,3,3,,,,,440,美国,纯艺术|视觉传达,57789
0.52,"Jan 15 (Fall), Oct 1 (Spring)",3,Storrs,3,US,康涅狄格大学艺术与艺术史系是一个充满活力的艺术与学术社区，提供丰富的资源、课程和体验。该系提供艺术学士、艺术史学士和艺术硕士（MFA）学位，涵盖平面设计、插画/动画、工业设计、摄影/视频、版画、绘画/素描、雕塑/陶瓷等多个专业方向。作为一所研究型大学的艺术系，它致力于培养学生的创造性思维和实践能力，为他们在艺术及相关领域的职业生涯做好准备。,公立|综合大学|艺术设计,1881,0cc53fce-d5a3-431b-8c15-49f7f4ab6238,https://admissions.uconn.edu/apply/international/,https://brand.uconn.edu/wp-content/uploads/2019/02/uconn-wordmark-stacked-white.svg,"[{""category"":""design"",""tags"":[""graphic_design"",""industrial_design""]},{""category"":""fine_arts"",""tags"":[""illustration"",""animation"",""photography"",""video"",""printmaking"",""painting"",""drawing"",""sculpture"",""ceramics""]},{""category"":""art_history"",""tags"":[""art_history""]}]","Jennifer Dierdorf, Jared Holt, Kathryn Myers, Kaleigh Rusgrove Berry, Elizabeth Ellenwood",3,4,,,,,534,美国,平面设计|插画|动画|工业设计|摄影|版画|绘画|雕塑|陶瓷|艺术史,39678
,,,Dar es Salaam,2,TZ,达累斯萨拉姆大学人文学院是坦桑尼亚历史最悠久、规模最大的公立大学达累斯萨拉姆大学的一部分。学院位于达累斯萨拉姆市西部，提供人文学科领域的学士学位课程。,公立|综合大学,1961,00be11d8-0759-45fe-98ab-1c7f6c5179ec,https://admission.udsm.ac.tz/index.php?r=site%2Flogin#,https://www.udsm.ac.tz/sites/default/files/udsm%20logo.png,,,,,,,601,,701,坦桑尼亚,历史|文学|政治学,
0.24,"Early Action: Nov 1, Regular Decision: Jan 15",3,Gainesville,3,US,佛罗里达大学艺术与艺术史学院致力于培养学生批判性思维，通过学术研究和创新实践，赋予学生知识、技能和洞察力，以积极应对不断变化的世界。,公立|艺术设计,1975,cc06f85e-6a0f-4e49-bcfe-6cfc91da3450,https://admissions.ufl.edu/international-admissions-guide,https://www.ufl.edu/wp-content/themes/uf-theme/assets/img/uf-logo-white.svg,,,3,10,,,,,212,美国,艺术|艺术史|平面设计|数字艺术与科学,28658
,Varies by program,3,Accra,3,GH,加纳大学表演艺术学院是加纳首屈一指的表演艺术培训机构，提供戏剧、舞蹈和音乐领域的本科和研究生课程。学院注重理论与实践相结合，培养学生在表演艺术领域的创造力、协作能力和专业技能，为全球艺术界输送人才。,公立|表演艺术,1948,2235b362-46c4-4276-ad59-2ae052c23f63,https://spa.ug.edu.gh/admission,,"[{""category"":""performing_arts"",""tags"":[""theatre"",""dance"",""music""]}]","Nana Akufo-Addo, John Mahama, John Evans Atta Mills, Black Sherif, Dag Heward-Mills, Anas Aremeyaw Anas",3,,,,,,,加纳,戏剧|舞蹈|音乐,
0.28,Varies by program,3,Guadalajara,3,MX,瓜达拉哈拉大学艺术、建筑与设计中心（CUAAD）是瓜达拉哈拉大学的组成部分，拥有三个校区。它提供艺术、建筑和设计领域的30个学士、硕士和博士项目，涵盖戏剧艺术、视觉艺术、音乐、建筑和城市规划等多个专业方向。,公立|艺术设计,1791,7ea0c6bc-c8ef-40b3-83c9-c53074f117a5,https://ci.cgai.udg.mx/index.php/en/estudiantes/externos,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Escudo_de_la_Universidad_de_Guadalajara.svg/1200px-Escudo_de_la_Universidad_de_Guadalajara.svg.png,"[{""category"":""art"",""tags"":[""theater_arts"",""visual_arts"",""sound_and_image"",""music""]},{""category"":""design"",""tags"":[""design_projects"",""communications_projects""]},{""category"":""architecture"",""tags"":[""architectural_projects"",""urban_planning_projects""]}]",,3,30,,,,,1001,墨西哥,戏剧艺术|视觉艺术|声音与图像|音乐|建筑项目|传播项目|设计项目|城市规划项目,2750
,Apr 15,3,Guanajuato,2,MX,瓜纳华托大学是墨西哥一所历史悠久的公立研究型大学，其艺术与设计系在当地享有盛誉。学校位于风景如画的瓜纳华托市，提供包括视觉艺术、平面设计和建筑在内的多样化课程，强调文化传承与创新设计的结合。,公立|综合大学|文化遗产,1732,e6142dc1-9c80-4089-b563-4b1d48ce1f2b,https://www3.ugto.mx/en/162-admision-licenciaturas,,"[{""category"":""design"",""tags"":[""graphic_design""]},{""category"":""fine_arts"",""tags"":[""visual_arts""]}]",,3,,,,,,801,墨西哥,平面设计|视觉艺术|建筑,2600
0.79,"Regular Decision deadline: February 2, 2026 (for Fall 2026 admission)",3,Chicago,4,US,伊利诺伊大学芝加哥分校建筑、设计与艺术学院（CADA）是伊利诺伊大学芝加哥分校下属学院，汇集了视觉和表演艺术家、设计师、建筑师、历史学家和博物馆专业人士。学院提供建筑、艺术与艺术史、设计以及戏剧与音乐等领域的多元化课程，致力于培养下一代创意人才。,公立|艺术设计|综合大学下属学院,1946,d6085ce7-3bfc-41b1-90de-b10d46a9af23,,,"[{""category"":""architecture"",""tags"":[""architecture""]},{""category"":""art_history"",""tags"":[""art_history""]},{""category"":""design"",""tags"":[""graphic_design"",""industrial_design""]},{""category"":""performing_arts"",""tags"":[""theatre"",""music""]}]","Tiffany Funk, Matthew van der Ploeg",3,20,101,201,189,,334,美国,建筑|平面设计|工业设计|艺术史,39242
0.37,Varies by program,4,Champaign,3,US,伊利诺伊大学香槟分校艺术与设计学院是美国顶尖的公立艺术与设计学院之一，提供多元化的艺术、设计和建筑课程。学院致力于培养学生的创造力、批判性思维和实践能力，鼓励跨学科合作，为学生提供丰富的学习资源和实践机会。其毕业生在艺术和设计领域表现出色。,公立|艺术设计|综合大学下属学院,1867,f70d8095-ba7f-4f35-b3a0-abaa0cba12ae,https://art.illinois.edu/programs-and-applying/admissions-funding/,https://art.illinois.edu/wp-content/uploads/2023/07/Art-Design-Wordmark-Primary-RGB.png,"[{""category"":""design"",""tags"":[""graphic_design"",""industrial_design"",""interaction_design""]},{""category"":""fine_arts"",""tags"":[""painting"",""sculpture"",""photography"",""printmaking""]},{""category"":""architecture"",""tags"":[""architecture""]}]",,4,10,,127,,,70,美国,平面设计|工业设计|纯艺术|建筑,40096
,Sep 30,4,Johannesburg,3,ZA,约翰内斯堡大学艺术、设计与建筑学院（FADA）是南非领先的创意教育中心。学院提供从建筑、时尚设计到视觉艺术的广泛课程，致力于在非洲背景下推动创意产业的发展，其艺术与设计学科在QS排名中表现突出。,公立|艺术设计|建筑,2005,3cd8074e-a353-40ec-8caf-847d54abdc54,https://www.uj.ac.za/international-students/,,"[{""category"":""design"",""tags"":[""fashion"",""industrial"",""visual_communication""]},{""category"":""architecture"",""tags"":[""architecture""]}]",,4,,,151,,,312,南非,建筑|时尚设计|工业设计|视觉艺术,4000
0.52,Dec 1,3,Winnipeg,3,CA,曼尼托巴大学建筑学院是加拿大首个提供四个研究生建筑环境学位课程的学院，专注于卓越设计、教学和研究，致力于改善建筑环境质量以及相关的生态、经济、物理和社会福祉。,公立|建筑设计,1919,3998d5fb-ef68-423c-bcc8-2197ee59f491,https://umanitoba.ca/explore/international,https://umanitoba.ca/themes/custom/umanitoba/images/logo.svg,"[{""category"":""architecture"",""tags"":[""architecture"",""city_planning"",""interior_design"",""landscape_architecture"",""environmental_design""]}]",,3,6,,,,,643,加拿大,,24700
0.52,,3,Winnipeg,2,CA,马尼托巴大学艺术学院（School of Art）成立于1913年，是加拿大西部历史最悠久的艺术学院。学院提供工作室艺术和艺术史的本科及研究生课程，注重跨学科学习，将传统艺术与当代实践相结合。学院拥有屡获殊荣的ARTlab建筑，为学生提供一流的创作和研究设施。,公立|艺术设计|跨学科|历史悠久,1913,42cccf0e-57b9-436c-844f-21cbe23c9cf6,https://umanitoba.ca/admissions/international-student-admissions,https://umanitoba.ca/themes/custom/umanitoba/images/logo.svg,"[{""category"":""art"",""tags"":[""studio_art"",""art_history"",""ceramics"",""drawing"",""painting"",""sculpture"",""photography"",""printmaking"",""video""]}]","Marcel Dzama, Wanda Koop, Micah Lexier, Sarah Ann Johnson, Ivan Eyre",3,5,,,,,643,加拿大,纯艺术|艺术史,18000
0.6,,3,Amherst,3,US,马萨诸塞大学阿默斯特分校艺术系致力于通过深入的核心学科以及跨学科和综合方法，培养学生成为当代艺术家和设计师。该系提供本科和研究生艺术课程，注重实践与理论结合。,公立|综合大学院系|艺术设计,1863,2690f242-5947-4c8b-bbbb-8d57a5202b7a,https://www.umass.edu/admissions/undergraduate-admissions/apply/international-students,,,,2,5,,,92,,247,美国,动画|陶瓷|设计与技术|跨媒体|绘画|版画|雕塑,40449
0.8,"November 1 (Early Action I), December 1 (Early Action II), January 1 (Regular Deadline)",3,Minneapolis,3,US,明尼苏达大学双城分校艺术学院隶属于世界知名的研究型大学，致力于在跨学科和严谨的学术环境中进行艺术研究、教育和推广。学院设施先进，涵盖雕塑、铸造、陶瓷、数字制造、版画、绘画、黑白摄影和数字影像等多个领域。,公立|艺术设计|研究型大学,1851,c642ba6b-2125-4f22-ae83-4578034c742b,https://admissions.tc.umn.edu/admissions/international-freshman-admissions-overview,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/University_of_Minnesota_logo.svg/1200px-University_of_Minnesota_logo.svg.png,"[{""category"":""fine_art"",""tags"":[""sculpture"",""foundry"",""ceramics"",""printmaking"",""drawing"",""painting"",""photography"",""digital_imaging""]}]","Nafyar, George Morrison, Sonja Peterson, Sayge Carroll, Caroline Kent, Camden Stevens, May Ling Kopecky, Andrea Carlson, Katayoun Amjadi, Juana Berrío",3,10,,,,,,美国,,43332
,,2,Nairobi,3,KE,内罗毕大学艺术与设计学院是肯尼亚内罗毕大学下属的艺术设计学院。内罗毕大学成立于1956年，是肯尼亚领先的综合性大学之一。学院致力于提供高质量的艺术与设计教育，培养学生的创造力与实践能力。,公立|艺术设计,1956,8ccef01c-2188-425f-88a0-52c5b3d71599,https://uonbi.ac.ke/international-students,,,,2,,,,,,1001,肯尼亚,,850
0.22,Varies by program,4,Sydney,4,AU,悉尼科技大学设计、建筑与建造学院（DAB）是一个充满活力、以实践为导向的学院，专注于行业合作。学院在设计和建筑环境领域提供卓越的专业教育，致力于通过研究和教学，塑造一个更公正、更具韧性的未来。,公立|艺术设计|建筑|科技大学,1988,64e95331-3bc0-484a-8c4b-d2990cb8ec6e,https://www.uts.edu.au/for-students/admissions-entry/how-to-apply/international-applicants,,"[{""category"":""design"",""tags"":[""设计代理"",""设计未来"",""视觉化""]},{""category"":""architecture"",""tags"":[""建筑"",""城市规划"",""社会公正"",""可持续建筑""]}]",,4,,,,184,,96,澳大利亚,设计|建筑|城市规划|可持续发展|视觉化,27800
0.26,,4,London,4,GB,伦敦艺术大学（UAL）成立于1842年，是全球顶尖的艺术设计学府。它通过六所学院提供多元化的创意教育，培养创新人才，致力于为世界带来积极改变。,公立|艺术设计,1842,a9665370-b362-4bd4-a3e7-3a341286a875,https://www.arts.ac.uk/study-at-ual/international,,"[{""category"":""design"",""tags"":[""fashion"",""graphic_design"",""product_design""]},{""category"":""art"",""tags"":[""fine_art"",""photography"",""illustration""]},{""category"":""media"",""tags"":[""film"",""animation"",""journalism""]}]",,5,249,,2,94,,,英国,时尚设计|平面设计|纯艺术|电影制作|摄影,38200
0.43,,4,Toronto,4,CA,多伦多大学艺术史系提供艺术史（FAH）的辅修、主修和专业课程。其课程涵盖从史前到当代的全球艺术，包括地中海地区、欧洲、美洲原住民和殖民地艺术以及亚洲艺术。该系注重培养学生的基础技能、批判性分析能力和广阔的文化视野，鼓励学生掌握多门外语以进行深入研究。,公立|综合大学院系,1934,9458269d-b061-480c-914a-fa15efaa13b8,https://future.utoronto.ca/international-students,,"[{""category"":""art_history"",""tags"":[""ancient_art"",""medieval_art"",""renaissance_baroque_art"",""modern_contemporary_art"",""canadian_art"",""asian_art"",""history_of_architecture""]}]",,3,3,,,14,,29,加拿大,,43000
0.39,Varies by program,4,Seattle,4,US,华盛顿大学艺术+艺术史+设计学院是华盛顿大学内创意创新与研究的中心。学院注重体验式学习、积极创作和新实践开发，提供艺术、艺术史和设计领域的本科、硕士和博士学位课程。学生在跨学科合作、严谨研究和艺术创作中学习，培养批判性思维和解决问题的能力。,公立|综合大学|艺术设计,1861,1aecb0d2-2129-4996-bf31-a11aa3ae2766,https://admit.washington.edu/apply/first-year/how-to-apply/english-proficiency/,,"[{""category"":""art"",""tags"":[""fine_arts"",""studio_art""]},{""category"":""art_history"",""tags"":[""art_history""]},{""category"":""design"",""tags"":[""industrial_design"",""visual_communication_design""]}]",,3,8,,,,,81,美国,纯艺术|艺术史|设计,45111
